"X1","Contact_Right_start","Contact_Right_stop","Right_start","Right_stop","Center_start","Center_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Unknown_start","Unknown_stop","Contact_Unknown_start","Contact_Unknown_stop"
181,2088.2,2088.266,2070.1,2075.833,3224.666,3229.033,4628.1,4629.066,5169.966,5170.166,12155.831,12156.498,NA,NA
182,2092.8,2096.966,2096.966,2129.7,3257.266,3260.166,4634.7,4635.8,5170.533,5171.033,12435.765,12436.498,NA,NA
183,2207.7,2208.866,2132.633,2158.6,3303.966,3305.366,4635.833,4635.933,5172.066,5172.2,12517.298,12520.698,NA,NA
184,2217.933,2218.3,2219.3,2220.033,3305.7,3311.066,4636.7,4636.9,5172.233,5173.433,12766.331,12768.231,NA,NA
185,2218.333,2218.633,2220.133,2221.466,3312.733,3312.8,4637.033,4637.3,5175.2,5179.066,12861.431,12870.331,NA,NA
186,2220.033,2220.133,2222.533,2223.366,3312.933,3313.166,4640.9,4641.466,5179.233,5179.3,12883.898,12899.031,NA,NA
187,2221.466,2222.533,2229.633,2229.766,3314.633,3314.8,4718.466,4718.8,5179.5,5181.4,12904.131,12909.465,NA,NA
188,2249.666,2249.8,2248.4,2249.666,3315.466,3315.966,4719.2,4719.4,5181.566,5181.6,12911.431,12911.798,NA,NA
189,2251,2254.1,2249.8,2251,3316.033,3317.4,4734.8,4739.033,5182.4,5183.233,12916.931,12919.565,NA,NA
190,2254.633,2255,2254.1,2254.633,3324.833,3325.033,5080.633,5081.366,5184.266,5185.433,12935.398,12942.731,NA,NA
191,2265.466,2265.766,2255,2255.233,3331.133,3353,5082.6,5082.766,5185.633,5186.133,12979.798,12989.731,NA,NA
192,2265.833,2267.2,2257.733,2265.466,3353.066,3353.9,5083,5083.066,5186.166,5189.1,13095.831,13100.365,NA,NA
193,2302.5,2304.033,2265.766,2265.833,3358.433,3359.266,5083.2,5083.266,5189.233,5189.766,13109.765,13152.165,NA,NA
194,2306.366,2310.366,2270.933,2296.966,3371.7,3403.133,5083.733,5085,5189.8,5190.1,13171.365,13183.898,NA,NA
195,2311.166,2311.933,2298.133,2302.5,3403.433,3406.533,5085.466,5085.633,5190.133,5190.833,13192.098,13199.698,NA,NA
196,2312,2312.133,2304.033,2306.366,3415.1,3471.7,5087.566,5088.566,5191.166,5191.366,13199.898,13205.965,NA,NA
197,2325.533,2336,2310.366,2311.166,3471.7,3509.933,5091.433,5092.8,5191.566,5191.733,13209.131,13213.165,NA,NA
198,2353.233,2354.566,2311.933,2312,3512.1,3513.6,5096.133,5096.233,5191.866,5193.133,13215.898,13220.465,NA,NA
199,2356.233,2359.3,2312.133,2325.533,3516.666,3517.066,5098.533,5098.633,5193.466,5193.5,13245.031,13253.331,NA,NA
200,2360.7,2360.766,2336,2353.233,3519.9,3534.766,5101.133,5101.566,5193.533,5195.633,13326.398,13338.898,NA,NA
201,2361.733,2363.066,2354.566,2356.233,3685.6,3688.4,5104.666,5104.7,5195.7,5196.533,13356.998,13361.198,NA,NA
202,2384.466,2384.733,2359.3,2360.7,3688.8,3690.1,5105.233,5106.333,5196.833,5199.133,13414.765,13419.231,NA,NA
203,2385.766,2389.266,2360.766,2361.733,3690.3,3691.333,5130.333,5131.3,5199.166,5199.233,13481.531,13483.198,NA,NA
204,2390.2,2390.4,2363.066,2364.066,3693.333,3699.433,5134.733,5135.166,5199.566,5199.6,13667.898,13690.998,NA,NA
205,2390.933,2392.5,2378.366,2384.466,3700.866,3705.233,5139.2,5141.5,5199.633,5201.333,13712.398,13716.265,NA,NA
206,2421.3,2421.733,2384.733,2385.766,3710.533,3715.066,5148.066,5149.4,5202.766,5205.5,13730.065,13734.731,NA,NA
207,2423.2,2424.766,2389.266,2390.2,4092.4,4093.533,5149.433,5149.6,5293.966,5294.066,13768.731,13783.698,NA,NA
208,2431.666,2433.333,2390.4,2390.933,4094.466,4097.5,5160.033,5160.266,5294.333,5294.633,13800.231,13812.465,NA,NA
209,2433.433,2433.466,2392.5,2405.966,4097.633,4100.333,5160.466,5160.566,5295.233,5295.9,13836.231,13840.065,NA,NA
210,2434.3,2434.4,2433.333,2433.433,4100.633,4100.833,5161.133,5162.2,5298.166,5305.3,13857.765,13858.465,NA,NA
211,2436.433,2436.666,2487.4,2491.1,4100.966,4101.466,5162.3,5162.566,5323.6,5324.533,13921.065,13928.531,NA,NA
212,2491.1,2491.133,2491.133,2491.433,4106.266,4108.7,5163.033,5163.3,5325.3,5325.7,13973.265,13981.298,NA,NA
213,2526,2526.266,2493.066,2526,4109.5,4112.3,5163.433,5164.5,5325.766,5325.8,14007.031,14011.831,NA,NA
214,2526.3,2526.5,2526.266,2526.3,4115.133,4127.666,5167.1,5167.133,5326.1,5326.466,14012.698,14017.431,NA,NA
215,2602,2602.966,2526.5,2526.733,4130.533,4130.733,5168.933,5169.766,5326.733,5326.766,14375.364,14377.631,NA,NA
216,2605.533,2605.733,2533.1,2602,4219.333,4223.033,5169.833,5169.966,5326.8,5326.833,14387.331,14387.931,NA,NA
217,2605.8,2605.866,2602.966,2605.533,4224.1,4224.233,5170.166,5170.533,5327.066,5327.1,14490.598,14500.931,NA,NA
218,2605.933,2606,2605.733,2605.8,4225.233,4225.766,5171.033,5172.066,5327.333,5327.433,14558.831,14568.664,NA,NA
219,2722.833,2723,2605.866,2605.933,4242.8,4243.233,5172.2,5172.233,5329,5329.1,14684.498,14685.231,NA,NA
220,2723.033,2723.4,2606,2612.133,4253.866,4258.766,5173.433,5175.2,5329.266,5330.7,14689.498,14699.531,NA,NA
221,2756,2758.733,2679.666,2684.533,4339.366,4342.233,5179.066,5179.233,5332.733,5335.266,14785.998,14815.698,NA,NA
222,2760.2,2760.3,2720.133,2722.833,4359.166,4361.366,5179.3,5179.5,5338.9,5339.166,14842.198,14844.998,NA,NA
223,2760.6,2761.033,2723,2723.033,4364.133,4367.1,5181.4,5181.566,5339.5,5350.866,14861.964,14877.231,NA,NA
224,2798.4,2799.933,2724.833,2725.4,4367.733,4370.3,5181.6,5182.4,5350.966,5351,14879.031,14893.398,NA,NA
225,2800,2800.966,2746.7,2747.3,4451.5,4451.766,5183.233,5184.266,5352.066,5391.233,14963.498,14994.864,NA,NA
226,2801.1,2801.133,2752.3,2756,4500.766,4502.133,5185.433,5185.633,5391.433,5393.333,14998.931,15000.398,NA,NA
227,2835.233,2836.333,2758.733,2760.2,4503.666,4504.866,5186.133,5186.166,5487,5497.133,15033.664,15040.231,NA,NA
228,2836.366,2836.433,2760.3,2760.6,4505.166,4505.733,5189.1,5189.233,5497.2,5511.8,15047.398,15054.664,NA,NA
229,2836.6,2837.433,2775.4,2788.9,4534.966,4540.866,5189.766,5189.8,5512.7,5512.733,15057.098,15072.964,NA,NA
230,2843.866,2844.7,2791.8,2798.4,4641.466,4645.333,5190.1,5190.133,5512.966,5531.333,15104.664,15107.564,NA,NA
231,2845.133,2846.566,2799.933,2800,4647.766,4670.5,5190.833,5191.166,5544.733,5546,15122.031,15124.198,NA,NA
232,3051.266,3051.433,2800.966,2801.1,4673.133,4681.933,5191.366,5191.566,5565.833,5567.133,15475.764,15478.631,NA,NA
233,3053.033,3056.6,2801.133,2808.833,4682.1,4706.4,5191.733,5191.866,5570.733,5571.6,15507.898,15509.098,NA,NA
234,3056.666,3057.5,2809.533,2809.633,4706.466,4718.466,5193.133,5193.466,5571.9,5572.633,15525.498,15527.031,NA,NA
235,3102.866,3104.666,2827.233,2831.833,4718.8,4719.2,5193.5,5193.533,5583,5596.533,15539.731,15540.098,NA,NA
236,3126.266,3126.466,2834.633,2835.233,4752.833,4756.9,5195.633,5195.7,5605.933,5612.233,15552.764,15553.264,NA,NA
237,3127.666,3127.866,2836.333,2836.366,5069.5,5080.633,5196.533,5196.833,5614.533,5615.233,15563.831,15565.098,NA,NA
238,3132.166,3136.1,2836.433,2836.6,5205.5,5209.6,5199.133,5199.166,5616.566,5617.566,15566.331,15567.898,NA,NA
239,3148.033,3148.666,2837.433,2843.866,5221.233,5222.833,5199.233,5199.566,5617.7,5620.3,15576.364,15578.298,NA,NA
240,3156.233,3157.1,2844.7,2845.133,5238,5244.933,5199.6,5199.633,5620.433,5622.2,15595.798,15600.498,NA,NA
241,3177.9,3178.3,2846.566,2849.5,5245.7,5252.533,5201.333,5202.766,5622.7,5622.966,15619.664,15620.298,NA,NA
242,3185.733,3187.033,2856.9,2859.2,5260.733,5263.066,5244.933,5245.7,5623.066,5630.333,15646.931,15650.331,NA,NA
243,3187.1,3187.133,2859.566,2860.233,5286.1,5286.5,5286.5,5293.966,5630.366,5630.466,15699.131,15701.864,NA,NA
244,3190.4,3190.433,2867.3,2867.5,5601.066,5605.166,5294.066,5294.333,5632.2,5632.4,15713.964,15715.098,NA,NA
245,3190.466,3190.633,2870.833,2870.933,5605.566,5605.733,5294.633,5295.233,5636.466,5636.9,15738.464,15743.998,NA,NA
246,3193.233,3195.133,2924.466,2928.133,5653.1,5655.5,5295.9,5298.166,5639.1,5640.466,15747.364,15753.731,NA,NA
247,3195.166,3195.4,3056.6,3056.666,5670.666,5674.9,5305.3,5313.4,5974.233,5975.833,15755.898,15757.231,NA,NA
248,3206.333,3207.466,3057.5,3057.6,5968.166,5972.4,5323.3,5323.6,5976.3,5976.433,16065.298,16070.064,NA,NA
249,3213.5,3213.8,3094.533,3102.866,6006.8,6011.166,5324.533,5325.3,5976.566,5992.466,16197.764,16201.764,NA,NA
250,3213.833,3213.9,3104.666,3106.9,6013.866,6052.766,5325.7,5325.766,5993.2,5995.5,16242.598,16245.298,NA,NA
251,3214.233,3214.433,3107.1,3107.6,6071.033,6085.7,5325.8,5326.1,5995.633,5996.433,16494.898,16501.764,NA,NA
252,3214.5,3214.566,3113.966,3126.266,6120.566,6125.1,5326.466,5326.733,5996.633,5997,16506.698,16515.698,NA,NA
253,3215.133,3215.166,3126.466,3127.666,6125.433,6126.8,5326.766,5326.8,5997.566,5998.033,16517.631,16521.664,NA,NA
254,3218.3,3218.833,3127.866,3128,6126.833,6126.9,5326.833,5327.066,5998.133,5999,16576.998,16585.264,NA,NA
255,3224.433,3224.633,3144.233,3144.3,6126.966,6146.8,5327.1,5327.333,5999.033,6003.766,16836.364,16838.998,NA,NA
256,3261.166,3262.433,3144.8,3146,6147.133,6150.666,5327.433,5329,6261.2,6261.333,16938.131,16942.031,NA,NA
257,3267.933,3275.966,3148.666,3156.233,6214.8,6216.266,5329.1,5329.266,6284.5,6284.766,17130.031,17132.398,NA,NA
258,3276.9,3277.7,3157.1,3177.9,6216.3,6217.233,5330.7,5332.733,6284.9,6285.133,17151.531,17156.331,NA,NA
259,3288.366,3288.5,3178.3,3185.733,6259.633,6260.833,5335.266,5338.9,6291.866,6296.866,17177.731,17178.498,NA,NA
260,3291.466,3294.033,3187.033,3187.1,6261.6,6262.3,5339.166,5339.5,6296.933,6297.033,17423.431,17428.398,NA,NA
261,3294.633,3303.566,3187.133,3190.4,6281.133,6282.366,5350.866,5350.966,6298.533,6299.533,17456.298,17475.364,NA,NA
262,3360.4,3364.4,3190.433,3190.466,6386.666,6388.7,5351,5352.066,6353.166,6353.5,17479.564,17539.231,NA,NA
263,3366.6,3368.566,3190.633,3193.233,6496.666,6505.6,5391.233,5391.433,6353.7,6361.4,17540.398,17542.898,NA,NA
264,3369.5,3371.7,3195.133,3195.166,6544.366,6546.366,5393.333,5412.966,6361.766,6374.266,17600.898,17611.898,NA,NA
265,3403.133,3403.433,3213.8,3213.833,6565.166,6569.2,5420.433,5432.366,6375.633,6376.533,17630.364,17636.898,NA,NA
266,3414.8,3415.1,3213.9,3214.233,6576.133,6603.9,5435.3,5445.566,6379.766,6379.8,17712.864,17722.198,NA,NA
267,3509.933,3512.1,3214.433,3214.5,6608.566,6610.8,5450.6,5451.266,6379.833,6379.966,17754.498,17757.131,NA,NA
268,3513.633,3516.666,3214.566,3215.133,6610.866,6610.9,5455.566,5457.033,6380,6380.166,17956.297,17987.631,NA,NA
269,3518.366,3519.9,3215.166,3215.466,6610.933,6611.033,5461.966,5463.233,6380.233,6385.466,17998.631,18001.897,NA,NA
270,3609.3,3609.533,3215.833,3216.1,6661.4,6689.333,5464.5,5469.1,6386.133,6386.566,18009.431,18010.164,NA,NA
271,3609.6,3611.266,3219,3224.433,6711.6,6715.166,5478.8,5479.8,6508.633,6508.7,18107.897,18113.364,NA,NA
272,3616.7,3617.066,3224.633,3224.666,6779.066,6779.733,5497.133,5497.2,6510.566,6510.6,18214.131,18214.531,NA,NA
273,3618.033,3618.166,3229.033,3256.1,6780,6780.266,5511.8,5512.7,6511.066,6511.6,18245.531,18246.131,NA,NA
274,3619,3619.033,3260.166,3261.166,6780.4,6780.8,5512.733,5512.966,6511.7,6511.733,18251.197,18260.797,NA,NA
275,3619.066,3620.9,3262.433,3267.933,6810.133,6810.6,5531.333,5544.733,6513.3,6514.566,18262.131,18270.931,NA,NA
276,3621.966,3626.433,3275.966,3276.9,6855.466,6856.866,5546,5565.833,6515.866,6516.066,19850.364,19854.931,NA,NA
277,3626.5,3627.066,3277.7,3283.533,6887.766,6892.233,5567.133,5570.733,6516.4,6517.166,19862.364,19866.164,NA,NA
278,3627.466,3628.233,3287.4,3288.366,6912.133,6912.933,5571.6,5571.9,6549.333,6553.733,19879.497,19891.364,NA,NA
279,3628.3,3628.366,3288.5,3291.466,6913.966,6914.066,5572.633,5583,6553.833,6555.733,19913.897,19916.664,NA,NA
280,3628.433,3628.5,3294.033,3294.633,6946.766,7040.366,5596.533,5601.066,6555.966,6558.6,19942.964,19943.897,NA,NA
281,3633.033,3633.266,3303.566,3303.966,7040.566,7040.733,5605.166,5605.566,6558.633,6558.833,19946.297,19947.631,NA,NA
282,3699.433,3700.866,3359.266,3360.4,7135.732,7160.532,5605.733,5605.933,6611.1,6611.133,19949.531,19950.197,NA,NA
283,3705.233,3707.666,3364.4,3366.6,7169.532,7195.166,5612.233,5614.533,6611.3,6626.7,19958.331,19961.964,NA,NA
284,3707.8,3710.366,3368.566,3369.5,7216.566,7320.999,5615.233,5616.566,6626.733,6626.766,19996.731,19998.164,NA,NA
285,3710.4,3710.533,3406.533,3414.8,7379.366,7379.799,5617.566,5617.7,6635.633,6650.233,20059.997,20061.164,NA,NA
286,3717.133,3717.5,3517.066,3518.366,7601.499,7602.099,5620.3,5620.433,6651.566,6652.366,20222.897,20224.931,NA,NA
287,3761.7,3762.2,3534.766,3567.533,7764.732,7772.199,5622.2,5622.7,6653.7,6654.366,20232.864,20232.931,NA,NA
288,3762.433,3768.866,3591.133,3609.3,7774.199,7788.899,5622.966,5623.066,6655,6656.666,20249.731,20249.831,NA,NA
289,3787.9,3798,3609.533,3609.6,7819.999,7820.432,5630.333,5630.366,6656.9,6658.2,NA,NA,NA,NA
290,3805.933,3806.033,3611.266,3616.7,7887.066,7891.132,5630.466,5632.2,6658.266,6659.4,NA,NA,NA,NA
291,3806.166,3807.133,3617.066,3618.033,7958.232,7959.466,5632.4,5636.466,6659.433,6661.4,NA,NA,NA,NA
292,3809.3,3809.466,3618.166,3619,8058.632,8061.399,5636.9,5639.1,6779.933,6779.966,NA,NA,NA,NA
293,3811.1,3811.466,3619.033,3619.066,8074.932,8092.399,5640.466,5653.1,6781.366,6782.3,NA,NA,NA,NA
294,3813.433,3814.3,3620.9,3621.966,8360.799,8361.499,5972.4,5974.233,6805.8,6810.133,NA,NA,NA,NA
295,3821.033,3821.4,3626.433,3626.5,8466.699,8475.532,5975.833,5976.3,6856.866,6857.633,NA,NA,NA,NA
296,3821.433,3821.466,3627.066,3627.466,8523.399,8528.866,5976.433,5976.566,6857.766,6857.866,NA,NA,NA,NA
297,3821.533,3821.6,3628.233,3628.3,8530.232,8530.899,5992.466,5993.2,6858.533,6859.866,NA,NA,NA,NA
298,3830.333,3831.166,3628.366,3628.433,8604.566,8605.066,5995.5,5995.633,6860.5,6860.566,NA,NA,NA,NA
299,3837.6,3837.633,3628.5,3633.033,8740.732,8759.366,5996.433,5996.633,6860.733,6863.2,NA,NA,NA,NA
300,3840.066,3841,3633.266,3685.6,8981.832,8981.999,5997,5997.566,6863.666,6876.933,NA,NA,NA,NA
301,3842.366,3842.6,3707.666,3707.8,8982.099,8982.166,5998.033,5998.133,6877.366,6883.466,NA,NA,NA,NA
302,3842.966,3843.566,3710.366,3710.4,8982.199,8984.632,5999,5999.033,6883.9,6883.966,NA,NA,NA,NA
303,3843.733,3844.833,3715.066,3717.133,9110.632,9119.899,6003.766,6003.8,6886.366,6887.766,NA,NA,NA,NA
304,3846.8,3847.066,3717.5,3761.7,9167.966,9170.232,6006.366,6006.8,6912.933,6913.966,NA,NA,NA,NA
305,3847.333,3849.4,3762.2,3762.433,9170.966,9171.799,6216.266,6216.3,6914.233,6915.1,NA,NA,NA,NA
306,3884.766,3899.066,3768.866,3787.9,9183.366,9196.032,6260.833,6261.2,6918.966,6919.166,NA,NA,NA,NA
307,3983.933,3990.566,3798,3805.933,10081.099,10083.665,6261.333,6261.6,6933.766,6933.8,NA,NA,NA,NA
308,4021,4022.3,3806.033,3806.166,10093.099,10093.532,6282.366,6284.5,6934.033,6935.033,NA,NA,NA,NA
309,4035.7,4037.166,3807.133,3809.3,10177.532,10180.799,6284.766,6284.9,6937.4,6937.466,NA,NA,NA,NA
310,4108.7,4109.5,3809.466,3811.1,10180.932,10181.132,6285.133,6290.766,6937.5,6937.666,NA,NA,NA,NA
311,4128.666,4130.533,3811.466,3813.433,10181.165,10181.832,6296.866,6296.933,6941.166,6942.666,NA,NA,NA,NA
312,4144.866,4146.1,3814.3,3821.033,10185.699,10185.832,6297.033,6298.533,6944.4,6946.233,NA,NA,NA,NA
313,4164.733,4165.166,3821.4,3821.433,10185.965,10189.499,6299.533,6305.5,7040.366,7040.566,NA,NA,NA,NA
314,4174.866,4175.433,3821.466,3821.533,10189.532,10190.299,6347.866,6353.166,7040.733,7041.466,NA,NA,NA,NA
315,4248.7,4253.833,3821.6,3830.333,10190.532,10191.899,6353.5,6353.7,7044.4,7046.766,NA,NA,NA,NA
316,4258.766,4261.1,3831.166,3837.6,10193.299,10195.899,6361.4,6361.766,7070.866,7072.366,NA,NA,NA,NA
317,4262.666,4264.566,3837.633,3840.066,10195.932,10196.565,6374.266,6375.633,7073.266,7074.066,NA,NA,NA,NA
318,4264.6,4265.166,3841,3842.366,10203.699,10204.132,6376.533,6379.766,7098.766,7102.132,NA,NA,NA,NA
319,4278.7,4278.766,3842.6,3842.966,10219.399,10220.232,6379.8,6379.833,7102.532,7102.599,NA,NA,NA,NA
320,4334.966,4337.4,3843.566,3843.733,10231.265,10231.665,6379.966,6380,7103.099,7105.266,NA,NA,NA,NA
321,4337.5,4338.066,3844.833,3846.8,10244.065,10246.265,6380.166,6380.233,7106.999,7112.366,NA,NA,NA,NA
322,4339.233,4339.366,3847.066,3847.333,10246.765,10246.965,6385.466,6386.133,7132.099,7134.832,NA,NA,NA,NA
323,4370.566,4373.133,3849.4,3866.133,10247.199,10247.532,6386.566,6386.666,7325.899,7326.732,NA,NA,NA,NA
324,4378.466,4381.7,3876.4,3877.966,10247.665,10248.532,6505.6,6508.633,7326.966,7329.499,NA,NA,NA,NA
325,4387.4,4387.5,3878.133,3878.233,10251.399,10251.532,6508.7,6510.566,7330.166,7336.499,NA,NA,NA,NA
326,4430.566,4430.7,3879.6,3879.666,10258.865,10265.199,6510.6,6511.066,7374.566,7378.432,NA,NA,NA,NA
327,4431.033,4433.266,3899.066,3904.4,10266.065,10267.132,6511.6,6511.7,7602.366,7602.632,NA,NA,NA,NA
328,4436.933,4437.2,3910.066,3913.9,10272.332,10274.765,6511.733,6513.3,7602.699,7613.032,NA,NA,NA,NA
329,4438.6,4442.066,3926.966,3940.2,10274.832,10277.099,6514.566,6515.866,7618.466,7618.932,NA,NA,NA,NA
330,4443.366,4444.933,3942.566,3946.433,10280.399,10281.132,6516.066,6516.4,7619.566,7619.766,NA,NA,NA,NA
331,4446.533,4446.766,3950.533,3963.766,10288.499,10289.365,6517.166,6544.366,7619.999,7620.466,NA,NA,NA,NA
332,4476.933,4479.166,3990.566,4018.066,10292.832,10298.965,6546.366,6549.333,7620.766,7621.932,NA,NA,NA,NA
333,4485.166,4491.3,4022.3,4035.7,10298.999,10299.032,6553.733,6553.833,7626.066,7626.866,NA,NA,NA,NA
334,4491.4,4491.5,4037.166,4057,10299.065,10299.165,6555.733,6555.966,7635.932,7636.299,NA,NA,NA,NA
335,4491.533,4492,4061.833,4064.433,10299.199,10312.365,6558.6,6558.633,7637.599,7643.766,NA,NA,NA,NA
336,4492.9,4493.333,4067.166,4092.4,10317.265,10319.099,6558.833,6565.166,7643.932,7674.432,NA,NA,NA,NA
337,4496.566,4497,4130.733,4131.033,10319.232,10319.532,6610.8,6610.866,7793.932,7794.266,NA,NA,NA,NA
338,4498.466,4500.333,4146.1,4158.4,10337.432,10338.899,6610.9,6610.933,7794.532,7796.132,NA,NA,NA,NA
339,4514.966,4515.433,4165.166,4169.733,10567.765,10595.932,6611.033,6611.1,7797.766,7798.366,NA,NA,NA,NA
340,4519,4525.3,4175.433,4179.233,10612.799,10621.232,6611.133,6611.3,7798.899,7808.999,NA,NA,NA,NA
341,4525.7,4528.133,4192.933,4207.533,10621.365,10621.632,6626.7,6626.733,7810.866,7819.599,NA,NA,NA,NA
342,4530.466,4534.166,4210.733,4215,10626.032,10632.565,6626.766,6626.933,7819.732,7819.999,NA,NA,NA,NA
343,4645.566,4646.566,4217.8,4219.333,10632.599,10635.999,6650.233,6651.566,7891.199,7891.832,NA,NA,NA,NA
344,4672.766,4672.833,4243.233,4243.266,10640.165,10643.865,6652.366,6653.7,7892.032,7892.699,NA,NA,NA,NA
345,4681.933,4682.1,4244.766,4248.7,10651.999,10653.899,6654.366,6655,7893.166,7893.299,NA,NA,NA,NA
346,4706.4,4706.466,4253.833,4253.866,10654.465,10656.865,6656.666,6656.9,7894.999,7895.166,NA,NA,NA,NA
347,4757,4757.733,4261.1,4262.666,10657.232,10657.299,6658.2,6658.266,7896.466,7896.666,NA,NA,NA,NA
348,4773.833,4777.1,4264.566,4264.6,10657.332,10657.732,6659.4,6659.433,7897.232,7913.932,NA,NA,NA,NA
349,4778.2,4785.5,4265.166,4278.7,10658.332,10660.499,6779.733,6779.933,7924.099,7926.666,NA,NA,NA,NA
350,4822.5,4824.166,4278.766,4293.566,10685.965,10705.498,6779.966,6780,7926.866,7942.499,NA,NA,NA,NA
351,5036.2,5036.4,4299.766,4304.566,10705.765,10708.465,6780.266,6780.4,8061.699,8063.366,NA,NA,NA,NA
352,5038.9,5039.1,4314.133,4334.966,10708.498,10708.531,6780.8,6781.366,8063.632,8068.799,NA,NA,NA,NA
353,5039.5,5039.833,4337.4,4337.5,10708.598,10708.631,6782.3,6800.366,8361.899,8365.632,NA,NA,NA,NA
354,5042.266,5042.3,4338.066,4339.233,10708.665,10708.731,6805.366,6805.8,8365.666,8367.432,NA,NA,NA,NA
355,5042.366,5042.4,4361.366,4364.133,10709.031,10711.598,6857.633,6857.766,8384.866,8418.132,NA,NA,NA,NA
